,terminologyEnglish,terminologyFrench,syntheticText,translatedText
668,death toll,nombre de décès,The death toll from the accident was five people.,Le nombre de morts dans l'accident était de cinq personnes.
669,death toll,nombre de décès,The death toll from the accident was five people.,Le nombre de morts dans l'accident était de cinq personnes.
670,swine flu,grippe porcine,I heard that the swine flu is making a comeback.,J'ai entendu dire que la grippe porcine fait un retour.
671,swine flu,grippe porcine,I heard that there has been an outbreak of swine flu in the area.,J'ai entendu dire qu'il y a eu une épidémie de grippe porcine dans les environs.
672,swine flu,grippe porcine,I heard that there has been an outbreak of swine flu in the area.,J'ai entendu dire qu'il y a eu une épidémie de grippe porcine dans la région.
673,swine flu,grippe porcine,I heard that there is an outbreak of swine flu in the area.,J'ai entendu dire qu'il y a une épidémie de grippe porcine dans la région.
674,swine flu,grippe porcine,I heard that there has been an outbreak of swine flu in the area.,J'ai entendu dire qu'il y a eu une épidémie de grippe porcine dans le secteur.
675,H1N1,H1N1,I recently received a flu shot to protect against the H1N1 virus.,J'ai récemment reçu une injection d'influenza pour me protéger contre le virus H1N1.
676,H1N1,H1N1,I recently got vaccinated for H1N1.,J'ai récemment été vacciné contre le H1N1.
677,H1N1,H1N1,I recently got vaccinated for the H1N1 virus.,J'ai récemment été vacciné contre le virus H1N1.
678,H1N1,H1N1,I recently got vaccinated for the H1N1 virus.,J'ai récemment été vacciné contre le virus H1N1.
679,H1N1,H1N1,I recently got vaccinated for H1N1.,Je me suis récemment vacciné contre le H1N1.
680,fatality rate,taux de mortalité,The fatality rate is alarmingly high.,Le taux de mortalité est alarmant.
681,fatality rate,taux de mortalité,The fatality rate has increased significantly in the past year.,Le taux de mortalité a fortement augmenté au cours de l'année dernière.
682,fatality rate,taux de mortalité,The fatality rate is alarmingly high.,Le taux de mortalité est alarmant.
683,fatality rate,taux de mortalité,The fatality rate is alarmingly high.,Le taux de mortalité est alarmant.
684,fatality rate,taux de mortalité,The fatality rate is alarmingly high.,Le taux de mortalité est alarmant.
685,virulence,virulence,The virus's virulence was alarming.,La virulence du virus était alarmante.
686,virulence,virulence,The virus's virulence was alarming.,La virulence du virus était alarmante.
687,virulence,virulence,The virus's virulence was alarming.,La virulence du virus était alarmante.
688,virulence,virulence,The virus's virulence was alarming.,La virulence du virus était alarmante.
689,virulence,virulence,The virus's virulence was alarming.,La virulence du virus était alarmante.
690,sputum,crachat,"She coughed up a thick, yellow sputum.",Elle a craché un épais sputum jaune.
691,sputum,crachat,I coughed up some sputum this morning.,J'ai craché un peu de crachat ce matin.
692,sputum,crachat,She coughed up a thick green sputum.,Ellea craché un épais mélange vert.
693,sputum,crachat,I coughed up a thick layer of sputum.,J'ai craché une couche épaisse de crachat.
694,sputum,crachat,She coughed up a thick glob of sputum.,Elle a craché un gros morceau de crachat.
695,phlegm,mucosités|mucus,I have a lot of phlegm in my throat.,J'ai beaucoup de mucosités dans ma gorge.
696,phlegm,mucosités|mucus,I have a lot of phlegm in my throat.,J'ai beaucoup de glaires dans ma gorge.
697,phlegm,mucosités|mucus,I have a lot of phlegm in my throat.,J'ai beaucoup de mucus dans ma gorge.
698,phlegm,mucosités|mucus,I have a lot of phlegm in my throat.,J'ai beaucoup de mucus dans ma gorge.
699,phlegm,mucosités|mucus,I have a lot of phlegm in my throat.,J'ai beaucoup de glaire dans ma gorge.
700,sepsis,septicémie,She was admitted to the hospital with sepsis.,Elle a été admise à l'hôpital avec une septicémie.
701,sepsis,septicémie,She was admitted to the hospital with sepsis.,Elle a été admise à l'hôpital avec une septicémie.
702,sepsis,septicémie,She was admitted to the hospital for sepsis.,Elle a été admise à l'hôpital pour sépsis.
703,sepsis,septicémie,She was rushed to the hospital due to sepsis.,Elle a été précipitée à l'hôpital à cause de la septicémie.
704,sepsis,septicémie,She was admitted to the hospital with sepsis.,Elle a été admise à l'hôpital avec une septicémie.
705,intubation,intubation,The doctor performed an intubation to help the patient breathe.,Le médecin a effectué une intubation pour aider le patient à respirer.
706,intubation,intubation,The doctor performed an intubation to help the patient breathe.,Le médecin a effectué une intubation pour aider le patient à respirer.
707,intubation,intubation,The patient was intubated to help them breathe.,Le patient a été intubé pour l'aider à respirer.
708,intubation,intubation,The patient underwent intubation to help them breathe.,Le patient a subi une intubation pour l'aider à respirer.
709,intubation,intubation,The patient was intubated to help them breathe.,Le patient a été intubé pour l'aider à respirer.
710,secretion,sécrétions|sécrétion,The body produces a secretion to help protect itself.,Le corps produit une sécrétion pour se protéger.
711,secretion,sécrétions|sécrétion,The body produces a secretion to help protect itself.,Le corps produit une sécrétion pour aider à se protéger.
712,secretion,sécrétions|sécrétion,The body produces a secretion to help protect itself.,Le corps produit une sécrétion pour aider à se protéger.
713,secretion,sécrétions|sécrétion,The body produces a secretion to help protect itself from infection.,Le corps produit une sécrétion pour aider à se protéger des infections.
714,secretion,sécrétions|sécrétion,The body produces a secretion to help protect itself from infection.,Le corps produit une sécrétion pour aider à se protéger des infections.
715,touch,touchées|se toucher|toucher,"é

""You got me there, touché!""","Tu m'as eu là, touché !"
716,touch,touchées|se toucher|toucher,"é

""Well played, you got me there - touché!""","""Bien joué, tu m'as eu là-bas - touché!"""
717,touch,touchées|se toucher|toucher,"é

""Well played, you got me there - touché!""","""Bien joué, tu m'as eu là - touché !"
718,touch,touchées|se toucher|toucher,"é

""You got me there, touché!""","""Tu m'as bien eu là, touché !"
719,touch,touchées|se toucher|toucher,"é

""Well played, I must say, touché!""","Bien joué, dois-je dire, touché !"
720,detectable,détecté|détectable,The change was detectable.,Le changement était détectable.
721,detectable,détecté|détectable,The change was detectable.,Le changement était détectable.
722,detectable,détecté|détectable,The change was detectable.,Le changement était détectable.
723,detectable,détecté|détectable,The change was detectable.,Le changement était détectable.
724,detectable,détecté|détectable,The change was detectable.,Le changement était détectable.
725,pneumonias,pneumonies,I have been diagnosed with pneumonia.,J'ai été diagnostiqué avec une pneumonie.
726,pneumonias,pneumonies,I have been diagnosed with pneumonia.,J'ai été diagnostiqué avec la pneumonie.
727,pneumonias,pneumonies,I have been diagnosed with pneumonia.,J'ai été diagnostiqué avec la pneumonie.
728,pneumonias,pneumonies,I have been diagnosed with pneumonia.,J'ai été diagnostiqué avec une pneumonie.
729,pneumonias,pneumonies,I have been diagnosed with pneumonia.,J'ai été diagnostiqué avec une pneumonie.
730,hygiene,hygiène,Good hygiene is important for maintaining good health.,L'hygiène est importante pour maintenir une bonne santé.
731,hygiene,hygiène,Good hygiene is important for staying healthy.,L'hygiène est importante pour rester en bonne santé.
732,hygiene,hygiène,Good hygiene is important for maintaining a healthy lifestyle.,L'hygiène est importante pour maintenir un mode de vie sain.
733,hygiene,hygiène,Good hygiene is important for maintaining good health.,L'hygiène est importante pour maintenir une bonne santé.
734,hygiene,hygiène,Good hygiene is important for maintaining good health.,L'hygiène corporelle est importante pour maintenir une bonne santé.
735,washing hands,lavage des mains|se laver les mains,It is important to wash your hands regularly.,Il est important de se laver les mains régulièrement.
736,washing hands,lavage des mains|se laver les mains,It is important to wash your hands regularly.,Il est important de se laver les mains régulièrement.
737,washing hands,lavage des mains|se laver les mains,It is important to wash your hands regularly.,Il est important de se laver les mains régulièrement.
738,washing hands,lavage des mains|se laver les mains,It is important to wash your hands regularly.,Il est important de se laver les mains régulièrement.
739,washing hands,lavage des mains|se laver les mains,It is important to wash your hands regularly.,Il est important de se laver les mains régulièrement.
740,touching,toucher|touché|touche|touchant,I could feel the warmth of his touch.,Je pouvais sentir la chaleur de son toucher.
741,touching,toucher|touché|touche|touchant,I felt a gentle touch on my shoulder.,J'ai senti une douce caresse sur mon épaule.
742,touching,toucher|touché|touche|touchant,I could feel the warmth of his touch.,Je pouvais sentir la chaleur de son toucher.
743,touching,toucher|touché|touche|touchant,I felt a gentle touch on my shoulder.,J'ai senti une douce touche sur mon épaule.
744,touching,toucher|touché|touche|touchant,I love the feeling of touching your skin.,J'adore la sensation de toucher ta peau.
745,community spread,propagation communautaire,The virus is spreading rapidly throughout the community.,Le virus se répand rapidement dans la communauté.
746,community spread,propagation communautaire,The virus is spreading rapidly throughout the community.,Le virus se propage rapidement dans toute la communauté.
747,community spread,propagation communautaire,The virus is spreading rapidly throughout the community.,Le virus se propage rapidement dans toute la communauté.
748,community spread,propagation communautaire,The virus is spreading rapidly throughout the community.,Le virus se propage rapidement dans la communauté.
749,community spread,propagation communautaire,The virus is spreading rapidly through the community.,Le virus se propage rapidement dans la communauté.
750,precautions,précautions,Take precautions to ensure your safety.,Prenez des précautions pour garantir votre sécurité.
751,precautions,précautions,Take precautions to ensure your safety.,Prenez des précautions pour assurer votre sécurité.
752,precautions,précautions,Take precautions to ensure your safety.,Prenez des précautions pour assurer votre sécurité.
753,precautions,précautions,Take precautions to ensure your safety.,Prenez des précautions pour assurer votre sécurité.
754,precautions,précautions,Take precautions to ensure your safety.,Prenez des précautions pour assurer votre sécurité.
755,sneeze,éternuez|éternué|éternuement,I sneezed.,Je ai éternué.
756,sneeze,éternuez|éternué|éternuement,I just sneezed.,Je viens de faire un éternuement.
757,sneeze,éternuez|éternué|éternuement,I just sneezed.,Je viens de éternuer.
758,sneeze,éternuez|éternué|éternuement,I sneezed.,Je toussai.
759,sneeze,éternuez|éternué|éternuement,I sneezed.,J'ai éternué.
760,alcohol-based hand sanitizer,gel hydroalcoolique à base d' alcool|désinfectant pour les mains à base d' alcool,I always carry an alcohol-based hand sanitizer with me.,Je porte toujours un désinfectant pour les mains à base d'alcool avec moi.
761,alcohol-based hand sanitizer,gel hydroalcoolique à base d' alcool|désinfectant pour les mains à base d' alcool,I always keep an alcohol-based hand sanitizer with me to stay germ-free.,Je garde toujours un désinfectant pour les mains à base d'alcool avec moi pour rester exempt de germes.
762,alcohol-based hand sanitizer,gel hydroalcoolique à base d' alcool|désinfectant pour les mains à base d' alcool,I always carry an alcohol-based hand sanitizer with me.,Je porte toujours avec moi un désinfectant pour les mains à base d'alcool.
763,alcohol-based hand sanitizer,gel hydroalcoolique à base d' alcool|désinfectant pour les mains à base d' alcool,I always keep an alcohol-based hand sanitizer with me to stay healthy.,Je garde toujours un désinfectant pour les mains à base d'alcool avec moi pour rester en bonne santé.
764,alcohol-based hand sanitizer,gel hydroalcoolique à base d' alcool|désinfectant pour les mains à base d' alcool,I always carry an alcohol-based hand sanitizer with me.,Je transporte toujours un désinfectant pour les mains à base d'alcool avec moi.
765,decontaminate,décontaminées|décontaminer,The room must be decontaminated before anyone can enter.,La pièce doit être décontaminée avant que quiconque puisse entrer.
766,decontaminate,décontaminées|décontaminer,The room was decontaminated to ensure safety.,La pièce a été décontaminée pour assurer la sécurité.
767,decontaminate,décontaminées|décontaminer,The room was decontaminated to ensure it was safe.,La pièce a été décontaminée pour s'assurer qu'elle était sûre.
768,decontaminate,décontaminées|décontaminer,The room must be decontaminated before anyone can enter.,La pièce doit être désinfectée avant que quiconque puisse y entrer.
769,decontaminate,décontaminées|décontaminer,The room was decontaminated to ensure safety.,La pièce a été décontaminée pour assurer la sécurité.
770,isopropanol,isopropanol,Isopropanol is a colorless liquid.,L'isopropanol est un liquide incolore.
771,isopropanol,isopropanol,Isopropanol is a colorless liquid.,L'isopropanol est un liquide incolore.
772,isopropanol,isopropanol,Isopropanol is a colorless liquid.,L'isopropanol est un liquide incolore.
773,isopropanol,isopropanol,Isopropanol is a colorless liquid.,Isopropanol est un liquide incolore.
774,isopropanol,isopropanol,Isopropanol is a colorless liquid.,L'isopropanol est un liquide incolore.
775,hydrogen peroxide,peroxyde d' hydrogène,Hydrogen peroxide is a chemical compound.,L'hydrogène peroxyde est un composé chimique.
776,hydrogen peroxide,peroxyde d' hydrogène,Hydrogen peroxide is a chemical compound.,Le peroxyde d'hydrogène est un composé chimique.
777,hydrogen peroxide,peroxyde d' hydrogène,Hydrogen peroxide is a chemical compound used as a disinfectant.,L'hydrogène peroxyde est un composé chimique utilisé comme désinfectant.
778,hydrogen peroxide,peroxyde d' hydrogène,Hydrogen peroxide is a chemical compound.,Le peroxyde d'hydrogène est une composé chimique.
779,hydrogen peroxide,peroxyde d' hydrogène,Hydrogen peroxide is a chemical compound.,Le peroxyde d'hydrogène est une substance chimique.
780,disposable,jetables|jetable,I bought some disposable plates for the party.,J'ai acheté des assiettes jetables pour la fête.
781,disposable,jetables|jetable,I bought a pack of disposable plates for the party.,J'ai acheté un paquet de plaques jetables pour la fête.
782,disposable,jetables|jetable,I bought some disposable plates for the party.,J'ai acheté des assiettes jetables pour la fête.
783,disposable,jetables|jetable,I bought some disposable cutlery for the party.,J'ai acheté des couverts jetables pour la fête.
784,disposable,jetables|jetable,I bought some disposable plates for the party.,J'ai acheté des assiettes jetables pour la fête.
785,face mask,masque|masque facial,I'm wearing a face mask to protect myself from getting sick.,Je porte un masque facial pour me protéger contre la maladie.
786,face mask,masque|masque facial,I'm wearing a face mask to protect myself from getting sick.,Je porte un masque facial pour me protéger contre la contagion.
787,face mask,masque|masque facial,I need to wear a face mask when I go out in public.,J'ai besoin de porter un masque facial lorsque je sors en public.
788,face mask,masque|masque facial,I'm wearing a face mask to protect myself from getting sick.,Je porte un masque facial pour me protéger de tomber malade.
789,face mask,masque|masque facial,I need to wear a face mask when I go out in public.,J'ai besoin de porter un masque facial lorsque je sors en public.
790,social distancing,distanciation sociale,We should practice social distancing to help prevent the spread of illness.,Nous devrions practitioner le distanciement social pour aider à prévenir la propagation des maladies.
791,social distancing,distanciation sociale,People should practice social distancing to help prevent the spread of disease.,Les gens devraient pratiquer la distanciation sociale pour aider à prévenir la propagation de la maladie.
792,social distancing,distanciation sociale,People should practice social distancing to help prevent the spread of disease.,Les gens devraient pratiquer la distanciation sociale pour aider à prévenir la propagation de la maladie.
793,social distancing,distanciation sociale,People should practice social distancing to help prevent the spread of disease.,Les gens devraient pratiquer la distanciation sociale pour aider à prévenir la propagation de la maladie.
794,social distancing,distanciation sociale,People are encouraged to practice social distancing to help prevent the spread of COVID-19.,Les gens sont encouragés à pratiquer la distanciation sociale pour aider à prévenir la propagation du COVID-19.
795,physical contact,contact physique,I need physical contact to feel connected to others.,J'ai besoin de contact physique pour me sentir connecté aux autres.
796,physical contact,contact physique,I need physical contact to feel connected.,J'ai besoin de contact physique pour me sentir connecté.
797,physical contact,contact physique,I need some physical contact.,J'ai besoin de contact physique.
798,physical contact,contact physique,I need physical contact to feel connected to someone.,J'ai besoin de contact physique pour me sentir connecté à quelqu'un.
799,physical contact,contact physique,I need physical contact to feel connected.,J'ai besoin de contact physique pour me sentir connecté.
800,social isolation,isolement social,I'm feeling lonely due to social isolation.,Je me sens seul à cause de l'isolement social.
801,social isolation,isolement social,I'm feeling lonely due to the social isolation caused by the pandemic.,Je me sens seul à cause de l'isolement social causé par la pandémie.
802,social isolation,isolement social,I'm feeling lonely due to social isolation.,Je me sens seul en raison de l'isolement social.
803,social isolation,isolement social,I'm feeling lonely due to social isolation.,Je me sens solitaire en raison de l'isolement social.
804,social isolation,isolement social,I'm feeling lonely due to the social isolation caused by the pandemic.,Je me sens seul en raison de l'isolement social provoqué par la pandémie.
805,widespread transmission,transmission généralisée,The virus has had a widespread transmission across the country.,Le virus a eu une transmission largement répandue dans le pays.
806,widespread transmission,transmission généralisée,The virus has experienced widespread transmission across the country.,Le virus a connu une transmission largement répandue à travers le pays.
807,widespread transmission,transmission généralisée,The virus has had a widespread transmission across the country.,Le virus a eu une transmission généralisée à travers le pays.
808,widespread transmission,transmission généralisée,The virus has had a widespread transmission across the country.,Le virus a eu une transmission généralisée à travers le pays.
809,widespread transmission,transmission généralisée,The virus has experienced widespread transmission across the country.,Le virus a connu une transmission répandue dans tout le pays.
810,disease outbreak,apparition de maladie|épidémie,There has been an outbreak of disease in the area.,Il y a eu une épidémie de maladie dans la région.
811,disease outbreak,apparition de maladie|épidémie,There has been a sudden outbreak of disease in the area.,Il y a eu une brusque épidémie de la maladie dans la zone.
812,disease outbreak,apparition de maladie|épidémie,There has been a sudden outbreak of disease in the area.,Il y a eu une soudaine éclosion de maladie dans la zone.
813,disease outbreak,apparition de maladie|épidémie,There has been a sudden outbreak of a new disease.,Il y a eu une soudaine éclosion d'une nouvelle maladie.
814,disease outbreak,apparition de maladie|épidémie,There has been an outbreak of a new disease.,Il y a eu une éclosion d'une nouvelle maladie.
815,epidemic peak,pic épidémique,The epidemic has reached its peak.,L'épidémie a atteint son pic.
816,epidemic peak,pic épidémique,The epidemic has reached its peak.,L'épidémie a atteint son pic.
817,epidemic peak,pic épidémique,The number of cases of the epidemic has reached its peak.,Le nombre de cas de l'épidémie a atteint son pic.
818,epidemic peak,pic épidémique,The epidemic has reached its peak.,L'épidémie a atteint son point culminant.
819,epidemic peak,pic épidémique,The epidemic has reached its peak.,L'épidémie a atteint son point culminant.
820,epidemic curve,courbe épidémique,The epidemic curve shows the rate of infection over time.,La courbe épidémique montre le taux d'infection au fil du temps.
821,epidemic curve,courbe épidémique,The epidemic curve shows the spread of the disease over time.,La courbe de l'épidémie montre la propagation de la maladie au fil du temps.
822,epidemic curve,courbe épidémique,"The number of cases of the disease is increasing rapidly, forming an epidemic curve.","Le nombre de cas de la maladie augmente rapidement, formant une courbe épidémique."
823,epidemic curve,courbe épidémique,The epidemic curve shows the spread of the disease over time.,La courbe épidémique montre la propagation de la maladie dans le temps.
824,epidemic curve,courbe épidémique,The epidemic curve shows the spread of the disease over time.,La courbe épidémique montre la propagation de la maladie dans le temps.
825,health services,services de santé,Access to quality health services is essential for a healthy life.,L'accès à des services de santé de qualité est essentiel pour une vie saine.
826,health services,services de santé,I am thankful for the health services available to me.,Je suis reconnaissant des services de santé qui me sont disponibles.
827,health services,services de santé,Access to quality health services is essential for a healthy society.,L'accès aux services de santé de qualité est essentiel pour une société en bonne santé.
828,health services,services de santé,Access to quality health services is essential for a healthy life.,L'accès à des services de santé de qualité est essentiel pour une vie saine.
829,health services,services de santé,I am looking for health services in my area.,Je cherche des services de santé dans ma région.
830,ventilators,ventilateurs,Hospitals are in need of ventilators to help treat patients with severe respiratory illnesses.,Les hôpitaux ont besoin de ventilateurs pour aider les patients atteints de maladies respiratoires graves.
831,ventilators,ventilateurs,Hospitals are in need of ventilators to help treat patients with severe respiratory illnesses.,Les hôpitaux ont besoin de respirateurs pour aider à traiter les patients atteints de maladies respiratoires sévères.
832,ventilators,ventilateurs,Hospitals are in need of ventilators to help treat patients with severe respiratory illnesses.,Les hôpitaux ont besoin d'assistants respiratoires pour aider à traiter les patientes présentant des maladies respiratoires sévères.
833,ventilators,ventilateurs,Hospitals are in need of ventilators to help treat patients with severe respiratory illnesses.,Les hôpitaux ont besoin de respirateurs pour aider à traiter les patients atteints de maladies respiratoires sévères.
834,ventilators,ventilateurs,Hospitals are in desperate need of ventilators to help treat patients with severe respiratory illnesses.,Les hôpitaux ont un besoin urgent de respirateurs pour aider à traiter les patients atteints de maladies respiratoires sévères.
835,virus spread,propagation du virus,The virus is spreading rapidly.,Le virus se répand rapidement.
836,virus spread,propagation du virus,The virus is spreading rapidly.,Le virus se propage rapidement.
837,virus spread,propagation du virus,The virus is spreading rapidly.,Le virus se propage rapidement.
838,virus spread,propagation du virus,The virus is spreading rapidly.,Le virus se propage rapidement.
839,virus spread,propagation du virus,The virus is spreading rapidly.,Le virus se propage rapidement.
840,mandatory quarantine,quarantaine obligatoire,All travelers must adhere to the mandatory quarantine.,Tous les voyageurs doivent se conformer à la quarantaine obligatoire.
841,mandatory quarantine,quarantaine obligatoire,All travelers must comply with the mandatory quarantine.,Tous les voyageurs doivent se conformer à la quarantaine obligatoire.
842,mandatory quarantine,quarantaine obligatoire,All travelers must adhere to the mandatory quarantine.,Tous les voyageurs doivent se conformer à la quarantaine obligatoire.
843,mandatory quarantine,quarantaine obligatoire,All travelers must comply with the mandatory quarantine.,Tous les voyageurs doivent se conformer à la quarantaine obligatoire.
844,mandatory quarantine,quarantaine obligatoire,All travelers must adhere to the mandatory quarantine period.,Tous les voyageurs doivent se conformer à la période de quarantaine obligatoire.
845,medical care,soins médicaux,I need to get medical care.,J'ai besoin d'obtenir des soins médicaux.
846,medical care,soins médicaux,I need to get medical care.,J'ai besoin de prendre soin médical.
847,medical care,soins médicaux,I need to seek medical care.,J'ai besoin de soins médicaux.
848,medical care,soins médicaux,I need to seek medical care.,J'ai besoin de recevoir des soins médicaux.
849,medical care,soins médicaux,I need to seek medical care.,J'ai besoin de chercher des soins médicaux.
850,viral outbreak,épidémie virale,There has been a sudden outbreak of a viral illness.,Il y a eu une épidémie soudaine d'une maladie virale.
851,viral outbreak,épidémie virale,There has been a sudden outbreak of a viral illness.,Il y a eu une brusque éclosion d'une maladie virale.
852,viral outbreak,épidémie virale,There has been a sudden outbreak of a dangerous virus.,Il y a eu une éclosion soudaine d'un virus dangereux.
853,viral outbreak,épidémie virale,There has been a sudden and widespread viral outbreak.,Il y a eu une épidémie virale soudaine et largement répandue.
854,viral outbreak,épidémie virale,There has been a sudden outbreak of a viral illness.,Il y a eu une brusque flambée d'une maladie virale.
855,quarantine measures,mesures de quarantaine|mesure de quarantaine,Governments around the world are implementing strict quarantine measures to help slow the spread of the virus.,Les gouvernements du monde entier mettent en place des mesures de quarantaine strictes pour aider à ralentir la propagation du virus.
856,quarantine measures,mesures de quarantaine|mesure de quarantaine,The government has implemented strict quarantine measures to help prevent the spread of the virus.,Le gouvernement a mis en place des mesures de quarantaine strictes pour aider à prévenir la propagation du virus.
857,quarantine measures,mesures de quarantaine|mesure de quarantaine,Governments around the world are implementing strict quarantine measures to help stop the spread of the virus.,Les gouvernements du monde entier mettent en place des mesures de quarantaine strictes pour aider à arrêter la propagation du virus.
858,quarantine measures,mesures de quarantaine|mesure de quarantaine,The government has implemented strict quarantine measures to prevent the spread of the virus.,Le gouvernement a mis en place des mesures de quarantaine strictes pour prévenir la propagation du virus.
859,quarantine measures,mesures de quarantaine|mesure de quarantaine,Governments around the world are implementing strict quarantine measures to help prevent the spread of the virus.,Les gouvernements du monde entier mettent en place des mesures de quarantaine strictes pour aider à prévenir la propagation du virus.
860,social distancing measures,mesures de distanciation sociale,"""We must all follow the social distancing measures to help prevent the spread of the virus.""",Nous devons tous respecter les mesures de distanciation sociale pour aider à prévenir la propagation du virus.
861,social distancing measures,mesures de distanciation sociale,"""We must take social distancing measures to help prevent the spread of the virus.""",Nous devons prendre des mesures de distanciation sociale pour aider à prévenir la propagation du virus.
862,social distancing measures,mesures de distanciation sociale,"""We must all adhere to the social distancing measures put in place to help protect our community.""",Nous devons tous nous conformer aux mesures de distanciation sociale instaurées pour aider à protéger notre communauté.
863,social distancing measures,mesures de distanciation sociale,"""We must all adhere to the social distancing measures to help prevent the spread of the virus.""",Nous devons tous nous conformer aux mesures de distanciation sociale pour aider à prévenir la propagation du virus.
864,social distancing measures,mesures de distanciation sociale,"""We must adhere to social distancing measures to help prevent the spread of the virus.""",Nous devons nous conformer aux mesures de distanciation sociale pour aider à prévenir la propagation du virus.
865,Center for Disease Control,Centre de contrôle des maladies,The Center for Disease Control is working to protect public health and safety.,Le Centre de contrôle des maladies travaille à protéger la santé et la sécurité publiques.
866,Center for Disease Control,Centre de contrôle des maladies,The Center for Disease Control is working to protect public health and safety.,Le Centre de contrôle des maladies travaille pour protéger la santé et la sécurité publiques.
867,Center for Disease Control,Centre de contrôle des maladies,The Center for Disease Control is working to protect public health and safety.,Le Centre de contrôle des maladies travaille pour protéger la santé et la sécurité publiques.
868,Center for Disease Control,Centre de contrôle des maladies,The Center for Disease Control is working to protect public health and safety.,Le Centre de contrôle des maladies travaille à protéger la santé et la sécurité publiques.
869,Center for Disease Control,Centre de contrôle des maladies,The Center for Disease Control is working to prevent the spread of infectious diseases.,Le Centre de contrôle des maladies travaille à prévenir la propagation des maladies infectieuses.
870,new Coronavirus,nouveau coronavirus,The new Coronavirus is causing global concern.,Le nouveau coronavirus suscite des inquiétudes à l'échelle mondiale.
871,new Coronavirus,nouveau coronavirus,The new Coronavirus is causing a global health crisis.,Le nouveau coronavirus cause une crise sanitaire mondiale.
872,new Coronavirus,nouveau coronavirus,The world is facing a new Coronavirus outbreak.,Le monde fait face à une nouvelle épidémie de coronavirus.
873,new Coronavirus,nouveau coronavirus,The world is facing a new Coronavirus outbreak.,Le monde est confronté à une nouvelle épidémie de coronavirus.
874,new Coronavirus,nouveau coronavirus,The new Coronavirus is causing global concern.,Le nouveau coronavirus suscite des inquiétudes à l'échelle mondiale.
875,epidemiologist,épidémiologistes|épidémiologiste,An epidemiologist is a scientist who studies the spread of diseases.,Le nouveau coronavirus suscite des inquiétudes à l'échelle mondiale.
876,epidemiologist,épidémiologistes|épidémiologiste,An epidemiologist is a scientist who studies the spread of diseases.,Un épidémiologiste est un scientifique qui étudie la propagation des maladies.
877,epidemiologist,épidémiologistes|épidémiologiste,An epidemiologist is a scientist who studies the spread of diseases.,Un épidémiologiste est un scientifique qui étudie la propagation des maladies.
878,epidemiologist,épidémiologistes|épidémiologiste,An epidemiologist is a scientist who studies the spread of diseases.,Un épidémiologiste est un scientifique qui étudie la propagation des maladies.
879,epidemiologist,épidémiologistes|épidémiologiste,An epidemiologist is a scientist who studies the spread of diseases.,Un épidémiologiste est un scientifique qui étudie la propagation des maladies.
880,Coronavirus infection,infection par coronavirus,I have been infected with the coronavirus.,J'ai été infecté par le coronavirus.
881,Coronavirus infection,infection par coronavirus,I have been infected with the Coronavirus.,J'ai été infecté par le Coronavirus.
882,Coronavirus infection,infection par coronavirus,I have been diagnosed with a coronavirus infection.,J'ai été diagnostiqué avec une infection à coronavirus.
883,Coronavirus infection,infection par coronavirus,I have been infected with the Coronavirus.,J'ai été infecté par le Coronavirus.
884,Coronavirus infection,infection par coronavirus,I have been infected with the Coronavirus.,J'ai été infecté par le Coronavirus.
885,quarantine facility,installation de quarantaine,The government has set up a quarantine facility to help contain the spread of the virus.,Le gouvernement a mis en place une installation de quarantaine pour aider à contenir la propagation du virus.
886,quarantine facility,installation de quarantaine,The government has set up a quarantine facility to help contain the spread of the virus.,Le gouvernement a mis en place une installation de quarantaine pour aider à contenir la propagation du virus.
887,quarantine facility,installation de quarantaine,The government has set up a quarantine facility to help contain the spread of the virus.,Le gouvernement a mis en place un établissement de quarantaine pour aider à contenir la propagation du virus.
888,quarantine facility,installation de quarantaine,People are being held in a quarantine facility to prevent the spread of the virus.,Les gens sont retenus dans une installation de quarantaine pour empêcher la propagation du virus.
889,quarantine facility,installation de quarantaine,People are being held in a quarantine facility to prevent the spread of the virus.,Les gens sont retenus dans un centre de quarantaine pour prévenir la propagation du virus.
890,repatriate,rapatrier|rapatriés|rapatrié,The company will repatriate its employees who are currently abroad.,L'entreprise rapatriera ses employés qui sont actuellement à l'étranger.
891,repatriate,rapatrier|rapatriés|rapatrié,The government will repatriate citizens who have been living abroad.,Le gouvernement va rapatrier les citoyens qui ont vécu à l'étranger.
892,repatriate,rapatrier|rapatriés|rapatrié,The government has decided to repatriate all citizens living abroad.,Le gouvernement a décidé de rapatrier tous les citoyens vivant à l'étranger.
893,repatriate,rapatrier|rapatriés|rapatrié,The government is working to repatriate citizens who have been living abroad.,Le Gouvernement travaille à rapatrier les citoyens qui ont été à vivre à l'étranger.
894,repatriate,rapatrier|rapatriés|rapatrié,The government is working to repatriate citizens who were stranded abroad due to the pandemic.,Le gouvernement travaille à rapatrier les citoyens qui ont été bloqués à l'étranger en raison de la pandémie.
895,precautionary,préventif,It is always best to take precautionary measures.,Il est toujours préférable de prendre des mesures de précaution.
896,precautionary,préventif,It is always wise to take precautionary measures.,Il est toujours sage de prendre des mesures de précaution.
897,precautionary,préventif,It is always best to take precautionary measures to ensure safety.,Il est toujours préférable de prendre des mesures de précaution pour assurer la sécurité.
898,precautionary,préventif,It is always best to take precautionary measures to ensure safety.,Il est toujours préférable de prendre des mesures de précaution pour assurer la sécurité.
